code,title,Level,Hierarchical_structure,parent,soc2d,soc3d,soc5d,soc6d
29-2021,Dental Hygienists,6,Detailed Occupation,29-2020,29-0000,29-2000,29-2020,29-2021
29-2030,Diagnostic Related Technologists and Technicians,5,Broad Occupation,29-2000,29-0000,29-2000,29-2030,NA
29-2031,Cardiovascular Technologists and Technicians,6,Detailed Occupation,29-2030,29-0000,29-2000,29-2030,29-2031
29-2032,Diagnostic Medical Sonographers,6,Detailed Occupation,29-2030,29-0000,29-2000,29-2030,29-2032
29-2033,Nuclear Medicine Technologists,6,Detailed Occupation,29-2030,29-0000,29-2000,29-2030,29-2033
29-2034,Radiologic Technologists and Technicians,6,Detailed Occupation,29-2030,29-0000,29-2000,29-2030,29-2034
29-2040,Emergency Medical Technicians and Paramedics,5,Broad Occupation,29-2000,29-0000,29-2000,29-2040,NA
29-2041,Emergency Medical Technicians and Paramedics,6,Detailed Occupation,29-2040,29-0000,29-2000,29-2040,29-2041
29-2050,Health Diagnosing and Treating Practitioner Support Technicians,5,Broad Occupation,29-2000,29-0000,29-2000,29-2050,NA
29-2051,Dietetic Technicians,6,Detailed Occupation,29-2050,29-0000,29-2000,29-2050,29-2051
29-2052,Pharmacy Technicians,6,Detailed Occupation,29-2050,29-0000,29-2000,29-2050,29-2052
29-2053,Psychiatric Technicians,6,Detailed Occupation,29-2050,29-0000,29-2000,29-2050,29-2053
29-2054,Respiratory Therapy Technicians,6,Detailed Occupation,29-2050,29-0000,29-2000,29-2050,29-2054
29-2055,Surgical Technologists,6,Detailed Occupation,29-2050,29-0000,29-2000,29-2050,29-2055
29-2056,Veterinary Technologists and Technicians,6,Detailed Occupation,29-2050,29-0000,29-2000,29-2050,29-2056
29-2060,Licensed Practical and Licensed Vocational Nurses,5,Broad Occupation,29-2000,29-0000,29-2000,29-2060,NA
29-2061,Licensed Practical and Licensed Vocational Nurses,6,Detailed Occupation,29-2060,29-0000,29-2000,29-2060,29-2061
29-2070,Medical Records and Health Information Technicians,5,Broad Occupation,29-2000,29-0000,29-2000,29-2070,NA
29-2071,Medical Records and Health Information Technicians,6,Detailed Occupation,29-2070,29-0000,29-2000,29-2070,29-2071
29-2080,"Opticians, Dispensing",5,Broad Occupation,29-2000,29-0000,29-2000,29-2080,NA
29-2081,"Opticians, Dispensing",6,Detailed Occupation,29-2080,29-0000,29-2000,29-2080,29-2081
29-2090,Miscellaneous Health Technologists and Technicians,5,Broad Occupation,29-2000,29-0000,29-2000,29-2090,NA
29-2091,Orthotists and Prosthetists,6,Detailed Occupation,29-2090,29-0000,29-2000,29-2090,29-2091
29-2099,"Health Technologists and Technicians, All Other",6,Detailed Occupation,29-2090,29-0000,29-2000,29-2090,29-2099
29-9000,Other Healthcare Practitioners and Technical Occupations,3,Minor Group,29-0000,29-0000,29-9000,NA,NA
29-9010,Occupational Health and Safety Specialists and Technicians,5,Broad Occupation,29-9000,29-0000,29-9000,29-9010,NA
29-9011,Occupational Health and Safety Specialists,6,Detailed Occupation,29-9010,29-0000,29-9000,29-9010,29-9011
29-9012,Occupational Health and Safety Technicians,6,Detailed Occupation,29-9010,29-0000,29-9000,29-9010,29-9012
29-9090,Miscellaneous Health Practitioners and Technical Workers,5,Broad Occupation,29-9000,29-0000,29-9000,29-9090,NA
29-9091,Athletic Trainers,6,Detailed Occupation,29-9090,29-0000,29-9000,29-9090,29-9091
29-9099,"Healthcare Practitioners and Technical Workers, All Other",6,Detailed Occupation,29-9090,29-0000,29-9000,29-9090,29-9099
31-0000,Healthcare Support Occupations,2,Major Group,NA,31-0000,NA,NA,NA
31-1000,"Nursing, Psychiatric, and Home Health Aides",3,Minor Group,31-0000,31-0000,31-1000,NA,NA
31-1010,"Nursing, Psychiatric, and Home Health Aides",5,Broad Occupation,31-1000,31-0000,31-1000,31-1010,NA
31-1011,Home Health Aides,6,Detailed Occupation,31-1010,31-0000,31-1000,31-1010,31-1011
31-1012,"Nursing Aides, Orderlies, and Attendants",6,Detailed Occupation,31-1010,31-0000,31-1000,31-1010,31-1012
31-1013,Psychiatric Aides,6,Detailed Occupation,31-1010,31-0000,31-1000,31-1010,31-1013
31-2000,Occupational and Physical Therapist Assistants and Aides,3,Minor Group,31-0000,31-0000,31-2000,NA,NA
31-2010,Occupational Therapist Assistants and Aides,5,Broad Occupation,31-2000,31-0000,31-2000,31-2010,NA
31-2011,Occupational Therapist Assistants,6,Detailed Occupation,31-2010,31-0000,31-2000,31-2010,31-2011
31-2012,Occupational Therapist Aides,6,Detailed Occupation,31-2010,31-0000,31-2000,31-2010,31-2012
31-2020,Physical Therapist Assistants and Aides,5,Broad Occupation,31-2000,31-0000,31-2000,31-2020,NA
31-2021,Physical Therapist Assistants,6,Detailed Occupation,31-2020,31-0000,31-2000,31-2020,31-2021
31-2022,Physical Therapist Aides,6,Detailed Occupation,31-2020,31-0000,31-2000,31-2020,31-2022
31-9000,Other Healthcare Support Occupations,3,Minor Group,31-0000,31-0000,31-9000,NA,NA
31-9010,Massage Therapists,5,Broad Occupation,31-9000,31-0000,31-9000,31-9010,NA
31-9011,Massage Therapists,6,Detailed Occupation,31-9010,31-0000,31-9000,31-9010,31-9011
31-9090,Miscellaneous Healthcare Support Occupations,5,Broad Occupation,31-9000,31-0000,31-9000,31-9090,NA
31-9091,Dental Assistants,6,Detailed Occupation,31-9090,31-0000,31-9000,31-9090,31-9091
31-9092,Medical Assistants,6,Detailed Occupation,31-9090,31-0000,31-9000,31-9090,31-9092
31-9093,Medical Equipment Preparers,6,Detailed Occupation,31-9090,31-0000,31-9000,31-9090,31-9093
31-9094,Medical Transcriptionists,6,Detailed Occupation,31-9090,31-0000,31-9000,31-9090,31-9094
31-9095,Pharmacy Aides,6,Detailed Occupation,31-9090,31-0000,31-9000,31-9090,31-9095
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,6,Detailed Occupation,31-9090,31-0000,31-9000,31-9090,31-9096
31-9099,"Healthcare Support Workers, All Other",6,Detailed Occupation,31-9090,31-0000,31-9000,31-9090,31-9099
33-0000,Protective Service Occupations,2,Major Group,NA,33-0000,NA,NA,NA
33-1000,"First-Line Supervisors/Managers, Protective Service Workers",3,Minor Group,33-0000,33-0000,33-1000,NA,NA
33-1010,"First-Line Supervisors/Managers, Law Enforcement Workers",5,Broad Occupation,33-1000,33-0000,33-1000,33-1010,NA
33-1011,First-Line Supervisors/Managers of Correctional Officers,6,Detailed Occupation,33-1010,33-0000,33-1000,33-1010,33-1011
33-1012,First-Line Supervisors/Managers of Police and Detectives,6,Detailed Occupation,33-1010,33-0000,33-1000,33-1010,33-1012
33-1020,"First-Line Supervisors/Managers, Fire Fighting and Prevention Workers",5,Broad Occupation,33-1000,33-0000,33-1000,33-1020,NA
33-1021,First-Line Supervisors/Managers of Fire Fighting and Prevention Workers,6,Detailed Occupation,33-1020,33-0000,33-1000,33-1020,33-1021
33-1090,"Miscellaneous First-Line Supervisors/Managers, Protective Service Workers",5,Broad Occupation,33-1000,33-0000,33-1000,33-1090,NA
33-1099,"First-Line Supervisors/Managers, Protective Service Workers, All Other",6,Detailed Occupation,33-1090,33-0000,33-1000,33-1090,33-1099
33-2000,Fire Fighting and Prevention Workers,3,Minor Group,33-0000,33-0000,33-2000,NA,NA
33-2010,Fire Fighters,5,Broad Occupation,33-2000,33-0000,33-2000,33-2010,NA
33-2011,Fire Fighters,6,Detailed Occupation,33-2010,33-0000,33-2000,33-2010,33-2011
33-2020,Fire Inspectors,5,Broad Occupation,33-2000,33-0000,33-2000,33-2020,NA
33-2021,Fire Inspectors and Investigators,6,Detailed Occupation,33-2020,33-0000,33-2000,33-2020,33-2021
33-2022,Forest Fire Inspectors and Prevention Specialists,6,Detailed Occupation,33-2020,33-0000,33-2000,33-2020,33-2022
33-3000,Law Enforcement Workers,3,Minor Group,33-0000,33-0000,33-3000,NA,NA
33-3010,"Bailiffs, Correctional Officers, and Jailers",5,Broad Occupation,33-3000,33-0000,33-3000,33-3010,NA
33-3011,Bailiffs,6,Detailed Occupation,33-3010,33-0000,33-3000,33-3010,33-3011
33-3012,Correctional Officers and Jailers,6,Detailed Occupation,33-3010,33-0000,33-3000,33-3010,33-3012
33-3020,Detectives and Criminal Investigators,5,Broad Occupation,33-3000,33-0000,33-3000,33-3020,NA
33-3021,Detectives and Criminal Investigators,6,Detailed Occupation,33-3020,33-0000,33-3000,33-3020,33-3021
33-3030,Fish and Game Wardens,5,Broad Occupation,33-3000,33-0000,33-3000,33-3030,NA
33-3031,Fish and Game Wardens,6,Detailed Occupation,33-3030,33-0000,33-3000,33-3030,33-3031
33-3040,Parking Enforcement Workers,5,Broad Occupation,33-3000,33-0000,33-3000,33-3040,NA
33-3041,Parking Enforcement Workers,6,Detailed Occupation,33-3040,33-0000,33-3000,33-3040,33-3041
33-3050,Police Officers,5,Broad Occupation,33-3000,33-0000,33-3000,33-3050,NA
33-3051,Police and Sheriff's Patrol Officers,6,Detailed Occupation,33-3050,33-0000,33-3000,33-3050,33-3051
33-3052,Transit and Railroad Police,6,Detailed Occupation,33-3050,33-0000,33-3000,33-3050,33-3052
33-9000,Other Protective Service Workers,3,Minor Group,33-0000,33-0000,33-9000,NA,NA
33-9010,Animal Control Workers,5,Broad Occupation,33-9000,33-0000,33-9000,33-9010,NA
33-9011,Animal Control Workers,6,Detailed Occupation,33-9010,33-0000,33-9000,33-9010,33-9011
33-9020,Private Detectives and Investigators,5,Broad Occupation,33-9000,33-0000,33-9000,33-9020,NA
33-9021,Private Detectives and Investigators,6,Detailed Occupation,33-9020,33-0000,33-9000,33-9020,33-9021
33-9030,Security Guards and Gaming Surveillance Officers,5,Broad Occupation,33-9000,33-0000,33-9000,33-9030,NA
33-9031,Gaming Surveillance Officers and Gaming Investigators,6,Detailed Occupation,33-9030,33-0000,33-9000,33-9030,33-9031
33-9032,Security Guards,6,Detailed Occupation,33-9030,33-0000,33-9000,33-9030,33-9032
33-9090,Miscellaneous Protective Service Workers,5,Broad Occupation,33-9000,33-0000,33-9000,33-9090,NA
33-9091,Crossing Guards,6,Detailed Occupation,33-9090,33-0000,33-9000,33-9090,33-9091
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",6,Detailed Occupation,33-9090,33-0000,33-9000,33-9090,33-9092
33-9099,"Protective Service Workers, All Other",6,Detailed Occupation,33-9090,33-0000,33-9000,33-9090,33-9099
35-0000,Food Preparation and Serving Related Occupations,2,Major Group,NA,35-0000,NA,NA,NA
35-1000,"Supervisors, Food Preparation and Serving Workers",3,Minor Group,35-0000,35-0000,35-1000,NA,NA
35-1010,"First-Line Supervisors/Managers, Food Preparation and Serving Workers",5,Broad Occupation,35-1000,35-0000,35-1000,35-1010,NA
35-1011,Chefs and Head Cooks,6,Detailed Occupation,35-1010,35-0000,35-1000,35-1010,35-1011
35-1012,First-Line Supervisors/Managers of Food Preparation and Serving Workers,6,Detailed Occupation,35-1010,35-0000,35-1000,35-1010,35-1012
35-2000,Cooks and Food Preparation Workers,3,Minor Group,35-0000,35-0000,35-2000,NA,NA
35-2010,Cooks,5,Broad Occupation,35-2000,35-0000,35-2000,35-2010,NA
35-2011,"Cooks, Fast Food",6,Detailed Occupation,35-2010,35-0000,35-2000,35-2010,35-2011
35-2012,"Cooks, Institution and Cafeteria",6,Detailed Occupation,35-2010,35-0000,35-2000,35-2010,35-2012
35-2013,"Cooks, Private Household",6,Detailed Occupation,35-2010,35-0000,35-2000,35-2010,35-2013
35-2014,"Cooks, Restaurant",6,Detailed Occupation,35-2010,35-0000,35-2000,35-2010,35-2014
35-2015,"Cooks, Short Order",6,Detailed Occupation,35-2010,35-0000,35-2000,35-2010,35-2015
35-2019,"Cooks, All Other",6,Detailed Occupation,35-2010,35-0000,35-2000,35-2010,35-2019
35-2020,Food Preparation Workers,5,Broad Occupation,35-2000,35-0000,35-2000,35-2020,NA
35-2021,Food Preparation Workers,6,Detailed Occupation,35-2020,35-0000,35-2000,35-2020,35-2021
35-3000,Food and Beverage Serving Workers,3,Minor Group,35-0000,35-0000,35-3000,NA,NA
35-3010,Bartenders,5,Broad Occupation,35-3000,35-0000,35-3000,35-3010,NA
35-3011,Bartenders,6,Detailed Occupation,35-3010,35-0000,35-3000,35-3010,35-3011
35-3020,Fast Food and Counter Workers,5,Broad Occupation,35-3000,35-0000,35-3000,35-3020,NA
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",6,Detailed Occupation,35-3020,35-0000,35-3000,35-3020,35-3021
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",6,Detailed Occupation,35-3020,35-0000,35-3000,35-3020,35-3022
35-3030,Waiters and Waitresses,5,Broad Occupation,35-3000,35-0000,35-3000,35-3030,NA
35-3031,Waiters and Waitresses,6,Detailed Occupation,35-3030,35-0000,35-3000,35-3030,35-3031
35-3040,"Food Servers, Nonrestaurant",5,Broad Occupation,35-3000,35-0000,35-3000,35-3040,NA
35-3041,"Food Servers, Nonrestaurant",6,Detailed Occupation,35-3040,35-0000,35-3000,35-3040,35-3041
35-9000,Other Food Preparation and Serving Related Workers,3,Minor Group,35-0000,35-0000,35-9000,NA,NA
35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,5,Broad Occupation,35-9000,35-0000,35-9000,35-9010,NA
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,6,Detailed Occupation,35-9010,35-0000,35-9000,35-9010,35-9011
35-9020,Dishwashers,5,Broad Occupation,35-9000,35-0000,35-9000,35-9020,NA
35-9021,Dishwashers,6,Detailed Occupation,35-9020,35-0000,35-9000,35-9020,35-9021
35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",5,Broad Occupation,35-9000,35-0000,35-9000,35-9030,NA
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",6,Detailed Occupation,35-9030,35-0000,35-9000,35-9030,35-9031
35-9090,Miscellaneous Food Preparation and Serving Related Workers,5,Broad Occupation,35-9000,35-0000,35-9000,35-9090,NA
35-9099,"Food Preparation and Serving Related Workers, All Other",6,Detailed Occupation,35-9090,35-0000,35-9000,35-9090,35-9099
37-0000,Building and Grounds Cleaning and Maintenance Occupations,2,Major Group,NA,37-0000,NA,NA,NA
37-1000,"Supervisors, Building and Grounds Cleaning and Maintenance Workers",3,Minor Group,37-0000,37-0000,37-1000,NA,NA
37-1010,"First-Line Supervisors/Managers, Building and Grounds Cleaning and Maintenance Workers",5,Broad Occupation,37-1000,37-0000,37-1000,37-1010,NA
37-1011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,6,Detailed Occupation,37-1010,37-0000,37-1000,37-1010,37-1011
37-1012,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers",6,Detailed Occupation,37-1010,37-0000,37-1000,37-1010,37-1012
37-2000,Building Cleaning and Pest Control Workers,3,Minor Group,37-0000,37-0000,37-2000,NA,NA
37-2010,Building Cleaning Workers,5,Broad Occupation,37-2000,37-0000,37-2000,37-2010,NA
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",6,Detailed Occupation,37-2010,37-0000,37-2000,37-2010,37-2011
37-2012,Maids and Housekeeping Cleaners,6,Detailed Occupation,37-2010,37-0000,37-2000,37-2010,37-2012
37-2019,"Building Cleaning Workers, All Other",6,Detailed Occupation,37-2010,37-0000,37-2000,37-2010,37-2019
37-2020,Pest Control Workers,5,Broad Occupation,37-2000,37-0000,37-2000,37-2020,NA
37-2021,Pest Control Workers,6,Detailed Occupation,37-2020,37-0000,37-2000,37-2020,37-2021
37-3000,Grounds Maintenance Workers,3,Minor Group,37-0000,37-0000,37-3000,NA,NA
37-3010,Grounds Maintenance Workers,5,Broad Occupation,37-3000,37-0000,37-3000,37-3010,NA
37-3011,Landscaping and Groundskeeping Workers,6,Detailed Occupation,37-3010,37-0000,37-3000,37-3010,37-3011
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",6,Detailed Occupation,37-3010,37-0000,37-3000,37-3010,37-3012
37-3013,Tree Trimmers and Pruners,6,Detailed Occupation,37-3010,37-0000,37-3000,37-3010,37-3013
37-3019,"Grounds Maintenance Workers, All Other",6,Detailed Occupation,37-3010,37-0000,37-3000,37-3010,37-3019
39-0000,Personal Care and Service Occupations,2,Major Group,NA,39-0000,NA,NA,NA
39-1000,"Supervisors, Personal Care and Service Workers",3,Minor Group,39-0000,39-0000,39-1000,NA,NA
39-1010,First-Line Supervisors/Managers of Gaming Workers,5,Broad Occupation,39-1000,39-0000,39-1000,39-1010,NA
39-1011,Gaming Supervisors,6,Detailed Occupation,39-1010,39-0000,39-1000,39-1010,39-1011
39-1012,Slot Key Persons,6,Detailed Occupation,39-1010,39-0000,39-1000,39-1010,39-1012
39-1020,First-Line Supervisors/Managers of Personal Service Workers,5,Broad Occupation,39-1000,39-0000,39-1000,39-1020,NA
39-1021,First-Line Supervisors/Managers of Personal Service Workers,6,Detailed Occupation,39-1020,39-0000,39-1000,39-1020,39-1021
39-2000,Animal Care and Service Workers,3,Minor Group,39-0000,39-0000,39-2000,NA,NA
39-2010,Animal Trainers,5,Broad Occupation,39-2000,39-0000,39-2000,39-2010,NA
39-2011,Animal Trainers,6,Detailed Occupation,39-2010,39-0000,39-2000,39-2010,39-2011
39-2020,Nonfarm Animal Caretakers,5,Broad Occupation,39-2000,39-0000,39-2000,39-2020,NA
39-2021,Nonfarm Animal Caretakers,6,Detailed Occupation,39-2020,39-0000,39-2000,39-2020,39-2021
39-3000,Entertainment Attendants and Related Workers,3,Minor Group,39-0000,39-0000,39-3000,NA,NA
39-3010,Gaming Services Workers,5,Broad Occupation,39-3000,39-0000,39-3000,39-3010,NA
39-3011,Gaming Dealers,6,Detailed Occupation,39-3010,39-0000,39-3000,39-3010,39-3011
39-3012,Gaming and Sports Book Writers and Runners,6,Detailed Occupation,39-3010,39-0000,39-3000,39-3010,39-3012
39-3019,"Gaming Service Workers, All Other",6,Detailed Occupation,39-3010,39-0000,39-3000,39-3010,39-3019
39-3020,Motion Picture Projectionists,5,Broad Occupation,39-3000,39-0000,39-3000,39-3020,NA
39-3021,Motion Picture Projectionists,6,Detailed Occupation,39-3020,39-0000,39-3000,39-3020,39-3021
39-3030,"Ushers, Lobby Attendants, and Ticket Takers",5,Broad Occupation,39-3000,39-0000,39-3000,39-3030,NA
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",6,Detailed Occupation,39-3030,39-0000,39-3000,39-3030,39-3031
39-3090,Miscellaneous Entertainment Attendants and Related Workers,5,Broad Occupation,39-3000,39-0000,39-3000,39-3090,NA
39-3091,Amusement and Recreation Attendants,6,Detailed Occupation,39-3090,39-0000,39-3000,39-3090,39-3091
39-3092,Costume Attendants,6,Detailed Occupation,39-3090,39-0000,39-3000,39-3090,39-3092
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",6,Detailed Occupation,39-3090,39-0000,39-3000,39-3090,39-3093
39-3099,"Entertainment Attendants and Related Workers, All Other",6,Detailed Occupation,39-3090,39-0000,39-3000,39-3090,39-3099
39-4000,Funeral Service Workers,3,Minor Group,39-0000,39-0000,39-4000,NA,NA
39-4010,Embalmers,5,Broad Occupation,39-4000,39-0000,39-4000,39-4010,NA
39-4011,Embalmers,6,Detailed Occupation,39-4010,39-0000,39-4000,39-4010,39-4011
39-4020,Funeral Attendants,5,Broad Occupation,39-4000,39-0000,39-4000,39-4020,NA
39-4021,Funeral Attendants,6,Detailed Occupation,39-4020,39-0000,39-4000,39-4020,39-4021
39-5000,Personal Appearance Workers,3,Minor Group,39-0000,39-0000,39-5000,NA,NA
39-5010,Barbers and Cosmetologists,5,Broad Occupation,39-5000,39-0000,39-5000,39-5010,NA
39-5011,Barbers,6,Detailed Occupation,39-5010,39-0000,39-5000,39-5010,39-5011
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",6,Detailed Occupation,39-5010,39-0000,39-5000,39-5010,39-5012
39-5090,Miscellaneous Personal Appearance Workers,5,Broad Occupation,39-5000,39-0000,39-5000,39-5090,NA
39-5091,"Makeup Artists, Theatrical and Performance",6,Detailed Occupation,39-5090,39-0000,39-5000,39-5090,39-5091
39-5092,Manicurists and Pedicurists,6,Detailed Occupation,39-5090,39-0000,39-5000,39-5090,39-5092
39-5093,Shampooers,6,Detailed Occupation,39-5090,39-0000,39-5000,39-5090,39-5093
39-5094,Skin Care Specialists,6,Detailed Occupation,39-5090,39-0000,39-5000,39-5090,39-5094
39-6000,"Transportation, Tourism, and Lodging Attendants",3,Minor Group,39-0000,39-0000,39-6000,NA,NA
39-6010,"Baggage Porters, Bellhops, and Concierges",5,Broad Occupation,39-6000,39-0000,39-6000,39-6010,NA
39-6011,Baggage Porters and Bellhops,6,Detailed Occupation,39-6010,39-0000,39-6000,39-6010,39-6011
39-6012,Concierges,6,Detailed Occupation,39-6010,39-0000,39-6000,39-6010,39-6012
39-6020,Tour and Travel Guides,5,Broad Occupation,39-6000,39-0000,39-6000,39-6020,NA
39-6021,Tour Guides and Escorts,6,Detailed Occupation,39-6020,39-0000,39-6000,39-6020,39-6021
39-6022,Travel Guides,6,Detailed Occupation,39-6020,39-0000,39-6000,39-6020,39-6022
39-6030,Transportation Attendants,5,Broad Occupation,39-6000,39-0000,39-6000,39-6030,NA
39-6031,Flight Attendants,6,Detailed Occupation,39-6030,39-0000,39-6000,39-6030,39-6031
39-6032,"Transportation Attendants, Except Flight Attendants and Baggage Porters",6,Detailed Occupation,39-6030,39-0000,39-6000,39-6030,39-6032
39-9000,Other Personal Care and Service Workers,3,Minor Group,39-0000,39-0000,39-9000,NA,NA
39-9010,Child Care Workers,5,Broad Occupation,39-9000,39-0000,39-9000,39-9010,NA
39-9011,Child Care Workers,6,Detailed Occupation,39-9010,39-0000,39-9000,39-9010,39-9011
39-9020,Personal and Home Care Aides,5,Broad Occupation,39-9000,39-0000,39-9000,39-9020,NA
39-9021,Personal and Home Care Aides,6,Detailed Occupation,39-9020,39-0000,39-9000,39-9020,39-9021
39-9030,Recreation and Fitness Workers,5,Broad Occupation,39-9000,39-0000,39-9000,39-9030,NA
39-9031,Fitness Trainers and Aerobics Instructors,6,Detailed Occupation,39-9030,39-0000,39-9000,39-9030,39-9031
39-9032,Recreation Workers,6,Detailed Occupation,39-9030,39-0000,39-9000,39-9030,39-9032
39-9040,Residential Advisors,5,Broad Occupation,39-9000,39-0000,39-9000,39-9040,NA
39-9041,Residential Advisors,6,Detailed Occupation,39-9040,39-0000,39-9000,39-9040,39-9041
39-9090,Miscellaneous Personal Care and Service Workers,5,Broad Occupation,39-9000,39-0000,39-9000,39-9090,NA
39-9099,"Personal Care and Service Workers, All Other",6,Detailed Occupation,39-9090,39-0000,39-9000,39-9090,39-9099
41-0000,Sales and Related Occupations,2,Major Group,NA,41-0000,NA,NA,NA
41-1000,"Supervisors, Sales Workers",3,Minor Group,41-0000,41-0000,41-1000,NA,NA
41-1010,"First-Line Supervisors/Managers, Sales Workers",5,Broad Occupation,41-1000,41-0000,41-1000,41-1010,NA
41-1011,First-Line Supervisors/Managers of Retail Sales Workers,6,Detailed Occupation,41-1010,41-0000,41-1000,41-1010,41-1011
41-1012,First-Line Supervisors/Managers of Non-Retail Sales Workers,6,Detailed Occupation,41-1010,41-0000,41-1000,41-1010,41-1012
41-2000,Retail Sales Workers,3,Minor Group,41-0000,41-0000,41-2000,NA,NA
41-2010,Cashiers,5,Broad Occupation,41-2000,41-0000,41-2000,41-2010,NA
41-2011,Cashiers,6,Detailed Occupation,41-2010,41-0000,41-2000,41-2010,41-2011
41-2012,Gaming Change Persons and Booth Cashiers,6,Detailed Occupation,41-2010,41-0000,41-2000,41-2010,41-2012
41-2020,Counter and Rental Clerks and Parts Salespersons,5,Broad Occupation,41-2000,41-0000,41-2000,41-2020,NA
41-2021,Counter and Rental Clerks,6,Detailed Occupation,41-2020,41-0000,41-2000,41-2020,41-2021
41-2022,Parts Salespersons,6,Detailed Occupation,41-2020,41-0000,41-2000,41-2020,41-2022
41-2030,Retail Salespersons,5,Broad Occupation,41-2000,41-0000,41-2000,41-2030,NA
41-2031,Retail Salespersons,6,Detailed Occupation,41-2030,41-0000,41-2000,41-2030,41-2031
41-3000,"Sales Representatives, Services",3,Minor Group,41-0000,41-0000,41-3000,NA,NA
41-3010,Advertising Sales Agents,5,Broad Occupation,41-3000,41-0000,41-3000,41-3010,NA
41-3011,Advertising Sales Agents,6,Detailed Occupation,41-3010,41-0000,41-3000,41-3010,41-3011
41-3020,Insurance Sales Agents,5,Broad Occupation,41-3000,41-0000,41-3000,41-3020,NA
41-3021,Insurance Sales Agents,6,Detailed Occupation,41-3020,41-0000,41-3000,41-3020,41-3021
41-3030,"Securities, Commodities, and Financial Services Sales Agents",5,Broad Occupation,41-3000,41-0000,41-3000,41-3030,NA
41-3031,"Securities, Commodities, and Financial Services Sales Agents",6,Detailed Occupation,41-3030,41-0000,41-3000,41-3030,41-3031
41-3040,Travel Agents,5,Broad Occupation,41-3000,41-0000,41-3000,41-3040,NA
41-3041,Travel Agents,6,Detailed Occupation,41-3040,41-0000,41-3000,41-3040,41-3041
41-3090,"Miscellaneous Sales Representatives, Services",5,Broad Occupation,41-3000,41-0000,41-3000,41-3090,NA
41-3099,"Sales Representatives, Services, All Other",6,Detailed Occupation,41-3090,41-0000,41-3000,41-3090,41-3099
41-4000,"Sales Representatives, Wholesale and Manufacturing",3,Minor Group,41-0000,41-0000,41-4000,NA,NA
41-4010,"Sales Representatives, Wholesale and Manufacturing",5,Broad Occupation,41-4000,41-0000,41-4000,41-4010,NA
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",6,Detailed Occupation,41-4010,41-0000,41-4000,41-4010,41-4011
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",6,Detailed Occupation,41-4010,41-0000,41-4000,41-4010,41-4012
41-9000,Other Sales and Related Workers,3,Minor Group,41-0000,41-0000,41-9000,NA,NA
41-9010,"Models, Demonstrators, and Product Promoters",5,Broad Occupation,41-9000,41-0000,41-9000,41-9010,NA
41-9011,Demonstrators and Product Promoters,6,Detailed Occupation,41-9010,41-0000,41-9000,41-9010,41-9011
41-9012,Models,6,Detailed Occupation,41-9010,41-0000,41-9000,41-9010,41-9012
41-9020,Real Estate Brokers and Sales Agents,5,Broad Occupation,41-9000,41-0000,41-9000,41-9020,NA
41-9021,Real Estate Brokers,6,Detailed Occupation,41-9020,41-0000,41-9000,41-9020,41-9021
41-9022,Real Estate Sales Agents,6,Detailed Occupation,41-9020,41-0000,41-9000,41-9020,41-9022
41-9030,Sales Engineers,5,Broad Occupation,41-9000,41-0000,41-9000,41-9030,NA
41-9031,Sales Engineers,6,Detailed Occupation,41-9030,41-0000,41-9000,41-9030,41-9031
41-9040,Telemarketers,5,Broad Occupation,41-9000,41-0000,41-9000,41-9040,NA
41-9041,Telemarketers,6,Detailed Occupation,41-9040,41-0000,41-9000,41-9040,41-9041
41-9090,Miscellaneous Sales and Related Workers,5,Broad Occupation,41-9000,41-0000,41-9000,41-9090,NA
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",6,Detailed Occupation,41-9090,41-0000,41-9000,41-9090,41-9091
41-9099,"Sales and Related Workers, All Other",6,Detailed Occupation,41-9090,41-0000,41-9000,41-9090,41-9099
43-0000,Office and Administrative Support Occupations,2,Major Group,NA,43-0000,NA,NA,NA
43-1000,"Supervisors, Office and Administrative Support Workers",3,Minor Group,43-0000,43-0000,43-1000,NA,NA
43-1010,First-Line Supervisors/Managers of Office and Administrative Support Workers,5,Broad Occupation,43-1000,43-0000,43-1000,43-1010,NA
43-1011,First-Line Supervisors/Managers of Office and Administrative Support Workers,6,Detailed Occupation,43-1010,43-0000,43-1000,43-1010,43-1011
