sic1987,sic1987_title,naics2022,naics2022_title
5063,"Electrical Apparatus and Equipment, Wiring Supplies, and Construction Materials (electrical supplies, equipment, and apparatus sold via retail method)",NA,NA
5064,"Electrical Appliances, Television and Radio Sets (merchant wholesalers except those selling appliances, TVs, and radios via retail method)",NA,NA
5064,"Electrical Appliances, Television and Radio Sets (merchant wholesalers except those selling appliances, TVs, and radios via retail method)",NA,NA
5064,"Electrical Appliances, Television and Radio Sets (business to business electronic markets)",NA,NA
5064,"Electrical Appliances, Television and Radio Sets (agents and brokers)",NA,NA
5064,"Electrical Appliances, Television and Radio Sets (ceiling fans sold via retail method)",NA,NA
5064,"Electrical Appliances, Television and Radio Sets (household appliances sold via retail method)",NA,NA
5064,"Electrical Appliances, Television and Radio Sets (television and radio sets sold via retail method)",NA,NA
5065,"Electronic Parts and Equipment, NEC (merchant wholesalers except those selling electronic parts and equipment via retail method)",NA,NA
5065,"Electronic Parts and Equipment, NEC (business to business electronic markets)",NA,NA
5065,"Electronic Parts and Equipment, NEC (agents and brokers)",NA,NA
5065,"Electronic Parts and Equipment, NEC (amateur radios, CB's, intercommunications equipment, public address equipment, and similar communications equipment sold via retail method)",NA,NA
5065,"Electronic Parts and Equipment, NEC (modems and other computer components sold via retail method)",NA,NA
5072,Hardware (merchant wholesalers except those selling hardware via retail method),NA,NA
5072,Hardware (business to business electronic markets),NA,NA
5072,Hardware (agents and brokers),NA,NA
5072,Hardware (hardware sold via retail method),NA,NA
5074,Plumbing and Heating Equipment and Supplies (Hydronics) (merchant wholesalers except those selling  plumbing and hydronic heating equipment via retail method),NA,NA
5074,Plumbing and Heating Equipment and Supplies (Hydronics) (merchant wholesalers except those selling  plumbing and hydronic heating equipment via retail method),NA,NA
5074,Plumbing and Heating Equipment and Supplies (Hydronics) (business to business electronic markets),NA,NA
5074,Plumbing and Heating Equipment and Supplies (Hydronics) (agents and brokers),NA,NA
5074,Plumbing and Heating Equipment and Supplies (Hydronics)(plumbing and hydronic heating equipment sold via retail method),NA,NA
5075,Warm Air Heating and Air-Conditioning Equipment and Supplies (merchant wholesalers),NA,NA
5075,Warm Air Heating and Air-Conditioning Equipment and Supplies (business to business electronic markets),NA,NA
5075,Warm Air Heating and Air-Conditioning Equipment and Supplies (agents and brokers),NA,NA
5078,Refrigeration Equipment and Supplies (merchant wholesalers),NA,NA
5078,Refrigeration Equipment and Supplies (business to business electronic markets),NA,NA
5078,Refrigeration Equipment and Supplies (agents and brokers),NA,NA
5082,Construction and Mining (Except Petroleum) Machinery and Equipment (merchant wholesalers),NA,NA
5082,Construction and Mining (Except Petroleum) Machinery and Equipment (business to business electronic markets),NA,NA
5082,Construction and Mining (Except Petroleum) Machinery and Equipment (agents and brokers),NA,NA
5083,Farm and Garden Machinery and Equipment (merchant wholesalers except those selling lawn and garden equipment via retail method),NA,NA
5083,Farm and Garden Machinery and Equipment (business to business electronic markets),NA,NA
5083,Farm and Garden Machinery and Equipment (agents and brokers),NA,NA
5083,Farm and Garden Machinery and Equipment (lawn and garden equipment sold via retail method),NA,NA
5084,Industrial Machinery and Equipment (merchant wholesalers),NA,NA
5084,Industrial Machinery and Equipment (business to business electronic markets),NA,NA
5084,Industrial Machinery and Equipment (agents and brokers),NA,NA
5085,Industrial Supplies (merchant wholesalers of fluid power accessories),NA,NA
5085,Industrial Supplies (merchant wholesalers of industrial supplies except fluid power accessories and merchant wholesalers selling industrial supplies via retail method),NA,NA
5085,Industrial Supplies (business to business electronic markets),NA,NA
5085,Industrial Supplies (agents and brokers),NA,NA
5085,Industrial Supplies (sold via retail method),NA,NA
5085,Industrial Supplies (sold via retail method),NA,NA
5085,Industrial Supplies (sold via retail method),NA,NA
5087,Service Establishment Equipment and Supplies (merchant wholesalers except those selling beauty and barber shop equipment and supplies via retail method),NA,NA
5087,Service Establishment Equipment and Supplies (business to business electronic markets),NA,NA
5087,Service Establishment Equipment and Supplies (agents and brokers),NA,NA
5087,Service Establishment Equipment and Supplies (beauty and barber shop equipment and supplies sold via retail method),NA,NA
5088,"Transportation Equipment and Supplies, Except Motor Vehicles (merchant wholesalers)",NA,NA
5088,"Transportation Equipment and Supplies, Except Motor Vehicles (business to business electronic markets)",NA,NA
5088,"Transportation Equipment and Supplies, Except Motor Vehicles (agents and brokers)",NA,NA
5091,Sporting and Recreational Goods and Supplies (merchant wholesalers except those selling sporting and recreational goods via retail method),NA,NA
5091,Sporting and Recreational Goods and Supplies (business to business electronic markets),NA,NA
5091,Sporting and Recreational Goods and Supplies (agents and brokers),NA,NA
5091,Sporting and Recreational Goods and Supplies (sporting and recreational goods sold via retail method),NA,NA
5092,Toys and Hobby Goods and Supplies (merchant wholesalers except those selling toys and hobby goods and supplies via retail method),NA,NA
5092,Toys and Hobby Goods and Supplies (business to business electronic markets),NA,NA
5092,Toys and Hobby Goods and Supplies (agents and brokers),NA,NA
5092,Toys and Hobby Goods and Supplies (toys and hobby goods and supplies sold via retail method),NA,NA
5093,Scrap and Waste Materials (merchant wholesalers),NA,NA
5093,Scrap and Waste Materials (business to business electronic markets),NA,NA
5093,Scrap and Waste Materials (agents and brokers),NA,NA
5094,"Jewelry, Watches, Precious Stones, and Precious Metals (merchant wholesalers except those selling jewelry and related goods via retail method)",NA,NA
5094,"Jewelry, Watches, Precious Stones, and Precious Metals (business to business electronic markets)",NA,NA
5094,"Jewelry, Watches, Precious Stones, and Precious Metals (agents and brokers)",NA,NA
5094,"Jewelry, Watches, Precious Stones, and Precious Metals (jewelry and related goods sold via retail method)",NA,NA
5099,"Durable Goods, NEC (merchant wholesalers except those selling miscellaneous durable goods via retail method)",NA,NA
5099,"Durable Goods, NEC (business to business electronic markets)",NA,NA
5099,"Durable Goods, NEC (agents and brokers)",NA,NA
5099,"Durable Goods, NEC (gas lighting fixtures, rough timbers, and other wood or construction materials sold via retail method)",NA,NA
5099,"Durable Goods, NEC (prerecorded audio and video tapes and discs sold via retail method)",NA,NA
5099,"Durable Goods, NEC (ammunition and firearms sold via retail method)",NA,NA
5099,"Durable Goods, NEC (coin-operated game machines sold via retail method)",NA,NA
5111,Printing and Writing Paper (merchant wholesalers except those selling printing and writing paper via retail method),NA,NA
5111,Printing and Writing Paper (business to business electronic markets),NA,NA
5111,Printing and Writing Paper (agents and brokers),NA,NA
5111,Printing and Writing Paper (printing and writing paper sold via retail method),NA,NA
5112,Stationery and Office Supplies (merchant wholesalers except those selling stationery and office supplies via retail method),NA,NA
5112,Stationery and Office Supplies (business to business electronic markets),NA,NA
5112,Stationery and Office Supplies (agents and brokers),NA,NA
5112,Stationery and Office Supplies (stationery and office supplies sold via retail method),NA,NA
5113,Industrial and Personal Service Paper (merchant wholesalers except those selling industrial and personal service paper via retail method),NA,NA
5113,Industrial and Personal Service Paper (business to business electronic markets),NA,NA
5113,Industrial and Personal Service Paper (agents and brokers),NA,NA
5113,Industrial and Personal Service Paper (industrial and personal service paper sold via retail method),NA,NA
5113,Industrial and Personal Service Paper (industrial and personal service paper sold via retail method),NA,NA
5113,Industrial and Personal Service Paper (industrial and personal service paper sold via retail method),NA,NA
5122,"Drugs, Drug Proprietaries, and Druggists’ Sundries (merchant wholesalers except those selling drugs and sundries via retail method)",NA,NA
5122,"Drugs, Drug Proprietaries, and Druggists’ Sundries (business to business electronic markets)",NA,NA
5122,"Drugs, Drug Proprietaries, and Druggists’ Sundries (agents and brokers)",NA,NA
5122,"Drugs, Drug Proprietaries, and Druggists’ Sundries (drugs and sundries sold via retail method)",NA,NA
5122,"Drugs, Drug Proprietaries, and Druggists’ Sundries (cosmetics sold via retail method)",NA,NA
5122,"Drugs, Drug Proprietaries, and Druggists' Sundries (vitamins sold via retail method)",NA,NA
5131,"Piece Goods, Notions, and Other Dry Goods (broadwoven converters)",NA,NA
5131,"Piece Goods, Notions, and Other Dry Goods (piece goods converters, except broadwoven)",NA,NA
5131,"Piece Goods, Notions, and Other Dry Goods (merchant wholesalers except broadwoven and piece goods converters and merchant wholesalers selling piece goods, notions and other dry goods via retail method)",NA,NA
5131,"Piece Goods, Notions, and Other Dry Goods (business to business electronic markets)",NA,NA
5131,"Piece Goods, Notions, and Other Dry Goods (agents and brokers)",NA,NA
5131,"Piece Goods, Notions, and Other Dry Goods (piece goods, notions, and other dry goods sold via retail method)",NA,NA
5136,Men's and Boys' Clothing and Furnishings (merchant wholesalers of athletic uniforms),NA,NA
5136,Men’s and Boys’ Clothing and Furnishings (merchant wholesalers except wholesaling athletic uniforms and uniforms and merchant wholesalers selling work clothing via retail method),NA,NA
5136,Men’s and Boys’ Clothing and Furnishings (business to business electronic markets),NA,NA
5136,Men’s and Boys’ Clothing and Furnishings (agents and brokers),NA,NA
5136,"Men's and Boys' Clothing and Furnishings (men's and boys' apparel, except uniforms and work clothing, sold via retail method)",NA,NA
5136,Men's and Boys' Clothing and Furnishings (uniforms and work clothing sold via retail method),NA,NA
5137,"Women's, Children's and Infants' Clothing and Accessories (merchant wholesalers of athletic uniforms)",NA,NA
5137,"Women’s, Children’s, and Infants’ Clothing and Accessories (merchant wholesalers except wholesaling athletic uniforms and uniforms and merchant wholesalers selling work clothing via retail method)",NA,NA
5137,"Women’s, Children’s, and Infants’ Clothing and Accessories (business to business electronic markets)",NA,NA
5137,"Women’s, Children’s, and Infants’ Clothing and Accessories (agents and brokers)",NA,NA
5137,"Women's, Children's, and Infants' Clothing and Accessories (selling a general line of womens clothing via retail method)",NA,NA
5137,"Women's, Children's and Infants' Clothing and Accessories (selling a general line of children's and infants' clothing via retail method)",NA,NA
5137,"Women’s, Children’s, and Infants’ Clothing and Accessories (uniforms and work clothing sold via retail method)",NA,NA
5139,Footwear (merchant wholesalers except those selling footwear via retail method),NA,NA
5139,Footwear (business to business electronic markets),NA,NA
5139,Footwear (agents and brokers),NA,NA
5139,Footwear (footwear sold via retail method),NA,NA
5141,"Groceries, General Line (merchant wholesalers except those selling general line groceries via retail method)",NA,NA
5141,"Groceries, General Line (business to business electronic markets)",NA,NA
5141,"Groceries, General Line (agents and brokers)",NA,NA
5141,"Groceries, General Line (general line groceries sold via retail method)",NA,NA
5142,Packaged Frozen Foods (merchant wholesalers except those selling packaged frozen foods via retail method),NA,NA
5142,Packaged Frozen Foods (business to business electronic markets),NA,NA
5142,Packaged Frozen Foods (agents and brokers),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5142,Packaged Frozen Foods (frozen food sold via retail method),NA,NA
5143,"Dairy Products, Except Dried or Canned (merchant wholesalers except those selling dairy products via retail method)",NA,NA
5143,"Dairy Products, Except Dried or Canned (business to business electronic markets)",NA,NA
5143,"Dairy Products, Except Dried or Canned (agents and brokers)",NA,NA
5143,"Dairy Products, Except Dried or Canned (dairy products sold via retail method)",NA,NA
5144,Poultry and Poultry Products (merchant wholesalers except those selling poultry and poultry products via retail method),NA,NA
5144,Poultry and Poultry Products (business to business electronic markets),NA,NA
5144,Poultry and Poultry Products (agents and brokers),NA,NA
5144,Poultry and Poultry Products (poultry and poultry products sold via retail method),NA,NA
5145,Confectionery (merchant wholesalers except those selling confectionery via retail method),NA,NA
5145,Confectionery (business to business electronic markets),NA,NA
5145,Confectionery (agents and brokers),NA,NA
5145,Confectionery (confectionery sold via retail method),NA,NA
5146,Fish and Seafoods (merchant wholesalers except those selling fish and seafoods via retail method),NA,NA
5146,Fish and Seafoods (business to business electronic markets),NA,NA
5146,Fish and Seafoods (agents and brokers),NA,NA
5146,Fish and Seafoods (fish and seafoods sold via retail method),NA,NA
5147,Meats and Meat Products (boxed beef),NA,NA
5147,Meats and Meat Products (merchant wholesalers except boxed beef manufacturers and merchant wholesalers selling meats and meat products via retail method),NA,NA
5147,Meats and Meat Products (business to business electronic markets),NA,NA
5147,Meats and Meat Products (agents and brokers),NA,NA
5147,Meat and Meat Products (meat and meat products sold via retail method),NA,NA
5148,Fresh Fruits and Vegetables (merchant wholesalers except those selling fresh fruits and vegetables via retail method),NA,NA
5148,Fresh Fruits and Vegetables (business to business electronic markets),NA,NA
5148,Fresh Fruits and Vegetables (agents and brokers),NA,NA
5148,Fresh Fruits and Vegetables (fresh fruits and vegetables sold via retail method),NA,NA
5149,"Groceries and Related Products, NEC (processed bottled water manufacturing)",NA,NA
5149,"Groceries and Related Products, NEC (merchant wholesalers except processed bottled water manufacturing and merchant wholesalers selling groceries and related products via retail method)",NA,NA
5149,"Groceries and Related Products, NEC (business to business electronic markets)",NA,NA
5149,"Groceries and Related Products, NEC (agents and brokers)",NA,NA
5149,"Groceries and Related Products, NEC (groceries and related products, except pet food, sold via retail method)",NA,NA
5149,"Groceries and Related Products, NEC (pet food sold via retail method)",NA,NA
5153,Grain and Field Beans (merchant wholesalers except those selling grains and field beans via retail method),NA,NA
5153,Grain and Field Beans (business to business electronic markets),NA,NA
5153,Grain and Field Beans (agents and brokers),NA,NA
5153,Grain and Field Beans (grain and field beans sold via retail method),NA,NA
5154,Livestock (merchant wholesalers),NA,NA
5154,Livestock (business to business electronic markets),NA,NA
5154,Livestock (agents and brokers),NA,NA
5159,"Farm-Product Raw Materials, NEC (merchant wholesalers except those selling farm product raw materials, nec via retail method)",NA,NA
5159,"Farm-Product Raw Materials, NEC (business to business electronic markets)",NA,NA
5159,"Farm-Product Raw Materials, NEC (agents and brokers)",NA,NA
5159,"Farm-Product Raw Materials, NEC (farm-product raw materials sold via retail method)",NA,NA
5162,Plastics Materials and Basic Forms and Shapes (merchant wholesalers except those selling plastics via retail method),NA,NA
5162,Plastics Materials and Basic Forms and Shapes (business to business electronic markets),NA,NA
5162,Plastics Materials and Basic Forms and Shapes (agents and brokers),NA,NA
5162,"Plastics Materials and Basic Forms and Shapes (plastics materials, forms, and basic shapes sold via retail method)",NA,NA
5162,"Plastics Materials and Basic Forms and Shapes (plastics materials, forms, and basic shapes sold via retail method)",NA,NA
5162,"Plastics Materials and Basic Forms and Shapes (plastics materials, forms, and basic shapes sold via retail method)",NA,NA
5169,"Chemicals and Allied Products, NEC (merchant wholesalers)",NA,NA
5169,"Chemicals and Allied Products, NEC (business to business electronic markets)",NA,NA
5169,"Chemicals and Allied Products, NEC (agents and brokers)",NA,NA
5171,Petroleum Bulk Stations and Terminals (except petroleum sold via retail method),NA,NA
5171,Petroleum Bulk Stations and Terminals (heating oil sold to final consumer),NA,NA
5171,Petroleum Bulk Stations and Terminals (LP gas sold to final consumer),NA,NA
5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals (merchant wholesalers)",NA,NA
5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals (business to business electronic markets)",NA,NA
5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals (agents and brokers)",NA,NA
5181,Beer and Ale (merchant wholesalers except those selling beer and ale via retail method),NA,NA
5181,Beer and Ale (business to business electronic markets),NA,NA
5181,Beer and Ale (agents and brokers),NA,NA
5181,Beer and Ale (beer and ale sold via retail method),NA,NA
5182,Wine and Distilled Alcoholic Beverages (merchant wholesalers except those selling wine and distilled beverages via retail method),NA,NA
5182,Wine and Distilled Alcoholic Beverages (business to business electronic markets),NA,NA
5182,Wine and Distilled Alcoholic Beverages (agents and brokers),NA,NA
5182,Wine and Distilled Alcoholic Beverages (wine and distilled alcoholic beverages sold via retail method),NA,NA
5191,Farm Supplies (merchant wholesalers except those selling lawn and garden supplies via retail method),NA,NA
5191,Farm Supplies (business to business electronic markets),NA,NA
5191,Farm Supplies (agents and brokers),NA,NA
5191,Farm Supplies (lawn and garden supplies sold via retail method),NA,NA
5192,"Books, Periodicals, and Newspapers (merchant wholesalers except those selling publications via retail method)",NA,NA
5192,"Books, Periodicals, and Newspapers (business to business electronic markets)",NA,NA
5192,"Books, Periodicals, and Newspapers (agents and brokers)",NA,NA
5192,"Books, Periodicals, and Newspapers (sold via retail method)",NA,NA
5193,"Flowers, Nursery Stock, and Florists’ Supplies (merchant wholesalers except those selling nursery stock via retail method)",NA,NA
5193,"Flowers, Nursery Stock, and Florists’ Supplies (business to business electronic markets)",NA,NA
5193,"Flowers, Nursery Stock, and Florists’ Supplies (agents and brokers)",NA,NA
5193,"Flowers, Nursery Stock, and Florists’ Supplies (sold via retail method)",NA,NA
5194,Tobacco and Tobacco Products (merchant wholesalers except those selling tobacco and tobacco products via retail method),NA,NA
5194,Tobacco and Tobacco Products (business to business electronic markets),NA,NA
5194,Tobacco and Tobacco Products (agents and brokers),NA,NA
5194,Tobacco and Tobacco Products (sold via retail method),NA,NA
5198,"Paints, Varnishes, and Supplies (merchant wholesalers)",NA,NA
5198,"Paints, Varnishes, and Supplies  (business to business electronic markets)",NA,NA
5198,"Paints, Varnishes, and Supplies (agents and brokers)",NA,NA
5199,"Nondurable Goods, NEC (merchant wholesalers of yarns, except industrial)",NA,NA
5199,"Nondurable Goods, NEC (merchant wholesalers of footwear cutstock)",NA,NA
5199,"Nondurable Goods, NEC (merchant wholesalers of plastics foam)",NA,NA
5199,"Nondurable Goods, NEC (merchant wholesalers except advertising specialties goods distributors, wholesaling footwear cutstock, wholesaling plastics foam, wholesaling industrial yarns and merchant wholesalers selling miscellaneous nondurable goods via the retail method)",NA,NA
5199,"Nondurable Goods, NEC (business to business electronic markets)",NA,NA
5199,"Nondurable Goods, NEC (agents and brokers)",NA,NA
5199,"Nondurable Goods, NEC (curios, statuary, gifts, novelties, and souvenirs sold via retail method)",NA,NA
5199,"Nondurable Goods, NEC (pets, pet supplies and tropical fish sold via retail method)",NA,NA
5199,"Nondurable Goods, NEC (smokers' supplies sold via retail method)",NA,NA
5199,"Nondurable Goods, NEC (advertising specialties goods distributors)",NA,NA
5211,Lumber and Other Building Materials Dealers (home center stores),NA,NA
5211,Lumber and Other Building Materials Dealers (except home center stores),NA,NA
5231,"Paint, Glass, and Wallpaper Stores (except glass)",NA,NA
5231,"Paint, Glass, and Wallpaper Stores (glass)",NA,NA
5251,Hardware Stores,NA,NA
5261,"Retail Nurseries, Lawn and Garden Supply Stores (outdoor power equipment)",NA,NA
5261,"Retail Nurseries, Lawn and Garden Supply Stores (except outdoor power equipment)",NA,NA
5271,Mobile Home Dealers,NA,NA
5311,Department Stores (except discount department stores and supercenters-general merchandise and groceries),NA,NA
5311,Department Stores (discount department stores),NA,NA
5311,Department Stores (discount department stores),NA,NA
5331,Variety Stores,NA,NA
5399,Miscellaneous General Merchandise Stores (warehouse clubs and supermarket/general merchandise combination),NA,NA
5399,Miscellaneous General Merchandise Stores (except warehouse club and supermarket/general merchandise combination),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,"Grocery Stores (except convenience stores, freezer plans, and grocery stores with substantial general merchandise)",NA,NA
5411,Grocery Stores (convenience stores without gas),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (grocery stores and supermarkets selling substantial amounts of nonfood items),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (convenience store with gas),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5411,Grocery Stores (frozen food and freezer plan providers),NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (meat except freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (seafood)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners)",NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
5431,Fruit and Vegetable Markets (temporary fruit and vegetable stands),NA,NA
