code,title,level
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed
51-6092,Fabric and Apparel Patternmakers,detailed
51-6093,Upholsterers,detailed
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed
51-7000,Woodworkers,minor
51-7010,Cabinetmakers and Bench Carpenters,broad
51-7011,Cabinetmakers and Bench Carpenters,detailed
51-7020,Furniture Finishers,broad
51-7021,Furniture Finishers,detailed
51-7030,"Model Makers and Patternmakers, Wood",broad
51-7031,"Model Makers, Wood",detailed
51-7032,"Patternmakers, Wood",detailed
51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed
51-7090,Miscellaneous Woodworkers,broad
51-7099,"Woodworkers, All Other",detailed
51-8000,Plant and System Operators,minor
51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad
51-8011,Nuclear Power Reactor Operators,detailed
51-8012,Power Distributors and Dispatchers,detailed
51-8013,Power Plant Operators,detailed
51-8020,Stationary Engineers and Boiler Operators,broad
51-8021,Stationary Engineers and Boiler Operators,detailed
51-8030,Water and Liquid Waste Treatment Plant and System Operators,broad
51-8031,Water and Liquid Waste Treatment Plant and System Operators,detailed
51-8090,Miscellaneous Plant and System Operators,broad
51-8091,Chemical Plant and System Operators,detailed
51-8092,Gas Plant Operators,detailed
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed
51-8099,"Plant and System Operators, All Other",detailed
51-9000,Other Production Occupations,minor
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad
51-9011,Chemical Equipment Operators and Tenders,detailed
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",broad
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed
51-9022,"Grinding and Polishing Workers, Hand",detailed
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed
51-9030,Cutting Workers,broad
51-9031,"Cutters and Trimmers, Hand",detailed
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",broad
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",broad
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",broad
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed
51-9070,Jewelers and Precious Stone and Metal Workers,broad
51-9071,Jewelers and Precious Stone and Metal Workers,detailed
51-9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",broad
51-9081,Dental Laboratory Technicians,detailed
51-9082,Medical Appliance Technicians,detailed
51-9083,Ophthalmic Laboratory Technicians,detailed
51-9110,Packaging and Filling Machine Operators and Tenders,broad
51-9111,Packaging and Filling Machine Operators and Tenders,detailed
51-9120,Painting Workers,broad
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed
51-9122,"Painters, Transportation Equipment",detailed
51-9123,"Painting, Coating, and Decorating Workers",detailed
51-9130,Photographic Process Workers and Processing Machine Operators,broad
51-9131,Photographic Process Workers,detailed
51-9132,Photographic Processing Machine Operators,detailed
51-9140,Semiconductor Processors,broad
51-9141,Semiconductor Processors,detailed
51-9190,Miscellaneous Production Workers,broad
51-9191,Cementing and Gluing Machine Operators and Tenders,detailed
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed
51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed
51-9194,Etchers and Engravers,detailed
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed
51-9197,Tire Builders,detailed
51-9198,Helpers--Production Workers,detailed
51-9199,"Production Workers, All Other",detailed
53-0000,Transportation and Material Moving Occupations,major
53-1000,"Supervisors, Transportation and Material Moving Workers",minor
53-1010,Aircraft Cargo Handling Supervisors,broad
53-1011,Aircraft Cargo Handling Supervisors,detailed
53-1020,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand",broad
53-1021,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand",detailed
53-1030,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,broad
53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,detailed
53-2000,Air Transportation Workers,minor
53-2010,Aircraft Pilots and Flight Engineers,broad
53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed
53-2012,Commercial Pilots,detailed
53-2020,Air Traffic Controllers and Airfield Operations Specialists,broad
53-2021,Air Traffic Controllers,detailed
53-2022,Airfield Operations Specialists,detailed
53-3000,Motor Vehicle Operators,minor
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",broad
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed
53-3020,Bus Drivers,broad
53-3021,"Bus Drivers, Transit and Intercity",detailed
53-3022,"Bus Drivers, School",detailed
53-3030,Driver/Sales Workers and Truck Drivers,broad
53-3031,Driver/Sales Workers,detailed
53-3032,"Truck Drivers, Heavy and Tractor-Trailer",detailed
53-3033,"Truck Drivers, Light or Delivery Services",detailed
53-3040,Taxi Drivers and Chauffeurs,broad
53-3041,Taxi Drivers and Chauffeurs,detailed
53-3090,Miscellaneous Motor Vehicle Operators,broad
53-3099,"Motor Vehicle Operators, All Other",detailed
53-4000,Rail Transportation Workers,minor
53-4010,Locomotive Engineers and Operators,broad
53-4011,Locomotive Engineers,detailed
53-4012,Locomotive Firers,detailed
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed
53-4020,"Railroad Brake, Signal, and Switch Operators",broad
53-4021,"Railroad Brake, Signal, and Switch Operators",detailed
53-4030,Railroad Conductors and Yardmasters,broad
53-4031,Railroad Conductors and Yardmasters,detailed
53-4040,Subway and Streetcar Operators,broad
53-4041,Subway and Streetcar Operators,detailed
53-4090,Miscellaneous Rail Transportation Workers,broad
53-4099,"Rail Transportation Workers, All Other",detailed
53-5000,Water Transportation Workers,minor
53-5010,Sailors and Marine Oilers,broad
53-5011,Sailors and Marine Oilers,detailed
53-5020,Ship and Boat Captains and Operators,broad
53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed
53-5022,Motorboat Operators,detailed
53-5030,Ship Engineers,broad
53-5031,Ship Engineers,detailed
53-6000,Other Transportation Workers,minor
53-6010,Bridge and Lock Tenders,broad
53-6011,Bridge and Lock Tenders,detailed
53-6020,Parking Lot Attendants,broad
53-6021,Parking Lot Attendants,detailed
53-6030,Service Station Attendants,broad
53-6031,Service Station Attendants,detailed
53-6040,Traffic Technicians,broad
53-6041,Traffic Technicians,detailed
53-6050,Transportation Inspectors,broad
53-6051,Transportation Inspectors,detailed
53-6090,Miscellaneous Transportation Workers,broad
53-6099,"Transportation Workers, All Other",detailed
53-7000,Material Moving Workers,minor
53-7010,Conveyor Operators and Tenders,broad
53-7011,Conveyor Operators and Tenders,detailed
53-7020,Crane and Tower Operators,broad
53-7021,Crane and Tower Operators,detailed
53-7030,"Dredge, Excavating, and Loading Machine Operators",broad
53-7031,Dredge Operators,detailed
53-7032,Excavating and Loading Machine and Dragline Operators,detailed
53-7033,"Loading Machine Operators, Underground Mining",detailed
53-7040,Hoist and Winch Operators,broad
53-7041,Hoist and Winch Operators,detailed
53-7050,Industrial Truck and Tractor Operators,broad
53-7051,Industrial Truck and Tractor Operators,detailed
53-7060,"Laborers and Material Movers, Hand",broad
53-7061,Cleaners of Vehicles and Equipment,detailed
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed
53-7063,Machine Feeders and Offbearers,detailed
53-7064,"Packers and Packagers, Hand",detailed
53-7070,Pumping Station Operators,broad
53-7071,Gas Compressor and Gas Pumping Station Operators,detailed
53-7072,"Pump Operators, Except Wellhead Pumpers",detailed
53-7073,Wellhead Pumpers,detailed
53-7080,Refuse and Recyclable Material Collectors,broad
53-7081,Refuse and Recyclable Material Collectors,detailed
53-7110,Shuttle Car Operators,broad
53-7111,Shuttle Car Operators,detailed
53-7120,"Tank Car, Truck, and Ship Loaders",broad
53-7121,"Tank Car, Truck, and Ship Loaders",detailed
53-7190,Miscellaneous Material Moving Workers,broad
53-7199,"Material Moving Workers, All Other",detailed
55-0000,Military Specific Occupations,major
55-1000,Military Officer Special and Tactical Operations Leaders/Managers,minor
55-1010,Military Officer Special and Tactical Operations Leaders/Managers,broad
55-1011,Air Crew Officers,detailed
55-1012,Aircraft Launch and Recovery Officers,detailed
55-1013,Armored Assault Vehicle Officers,detailed
55-1014,Artillery and Missile Officers,detailed
55-1015,Command and Control Center Officers,detailed
55-1016,Infantry Officers,detailed
55-1017,Special Forces Officers,detailed
55-1019,"Military Officer Special and Tactical Operations Leaders/Managers, All Other",detailed
55-2000,First-Line Enlisted Military Supervisor/Managers,minor
55-2010,First-Line Enlisted Military Supervisors/Managers,broad
55-2011,First-Line Supervisors/Managers of Air Crew Members,detailed
55-2012,First-Line Supervisors/Managers of Weapons Specialists/Crew Members,detailed
55-2013,First-Line Supervisors/Managers of All Other Tactical Operations Specialists,detailed
55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,minor
55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,broad
55-3011,Air Crew Members,detailed
55-3012,Aircraft Launch and Recovery Specialists,detailed
55-3013,Armored Assault Vehicle Crew Members,detailed
55-3014,Artillery and Missile Crew Members,detailed
55-3015,Command and Control Center Specialists,detailed
55-3016,Infantry,detailed
55-3017,Radar and Sonar Technicians,detailed
55-3018,Special Forces,detailed
55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",detailed
