isco1988,isco1988_title,soc2010,soc2010_title
4111,Stenographers and Typists,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4111,Stenographers and Typists,43-9022,Word Processors and Typists
4112,Word-processor and Related Operators,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4112,Word-processor and Related Operators,43-9022,Word Processors and Typists
4113,Data Entry Operators,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4113,Data Entry Operators,43-9021,Data Entry Keyers
4114,Calculating-machine Operators,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4114,Calculating-machine Operators,43-9021,Data Entry Keyers
4115,Secretaries,31-9094,Medical Transcriptionists
4115,Secretaries,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4115,Secretaries,43-6012,Legal Secretaries
4115,Secretaries,43-6013,Medical Secretaries
4115,Secretaries,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
4121,Accounting and Bookkeeping Clerks,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4121,Accounting and Bookkeeping Clerks,43-3021,Billing and Posting Clerks
4121,Accounting and Bookkeeping Clerks,43-3031,"Bookkeeping, Accounting, and Auditing Clerks"
4121,Accounting and Bookkeeping Clerks,43-3051,Payroll and Timekeeping Clerks
4122,Statistical and Finance Clerks,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4122,Statistical and Finance Clerks,43-3099,"Financial Clerks, All Other"
4122,Statistical and Finance Clerks,43-4011,Brokerage Clerks
4122,Statistical and Finance Clerks,43-4041,"Credit Authorizers, Checkers, and Clerks"
4122,Statistical and Finance Clerks,43-4131,Loan Interviewers and Clerks
4122,Statistical and Finance Clerks,43-4141,New Accounts Clerks
4122,Statistical and Finance Clerks,43-9041,Insurance Claims and Policy Processing Clerks
4131,Stock Clerks,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4131,Stock Clerks,43-5071,"Shipping, Receiving, and Traffic Clerks"
4131,Stock Clerks,43-5081,Stock Clerks and Order Fillers
4131,Stock Clerks,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
4132,Production Clerks,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4132,Production Clerks,43-5061,"Production, Planning, and Expediting Clerks"
4133,Transport Clerks,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4133,Transport Clerks,43-5032,"Dispatchers, Except Police, Fire, and Ambulance"
4141,Library and Filing Clerks,25-4031,Library Technicians
4141,Library and Filing Clerks,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4141,Library and Filing Clerks,43-4071,File Clerks
4141,Library and Filing Clerks,43-4121,"Library Assistants, Clerical"
4141,Library and Filing Clerks,43-9071,"Office Machine Operators, Except Computer"
4142,Mail Carriers and Sorting Clerks,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4142,Mail Carriers and Sorting clerks,43-5021,Couriers and Messengers
4142,Mail Carriers and Sorting clerks,43-5051,Postal Service Clerks
4142,Mail Carriers and Sorting clerks,43-5052,Postal Service Mail Carriers
4142,Mail Carriers and Sorting clerks,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
4142,Mail Carriers and Sorting clerks,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service"
4143,"Coding, Proof-reading and Related Clerks",29-2071,Medical Records and Health Information Technicians
4143,"Coding, Proof-reading and Related Clerks",43-1011,First-Line Supervisors of Office and Administrative Support Workers
4143,"Coding, Proof-reading and Related Clerks",43-9081,Proofreaders and Copy Markers
4144,Scribes and Related Workers,39-1021,First-Line Supervisors of Personal Service Workers
4144,Scribes and Related Workers,39-9021,Personal Care Aides
4190,Other Office Clerks,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4190,Other Office Clerks,43-3061,Procurement Clerks
4190,Other Office Clerks,43-4021,Correspondence Clerks
4190,Other Office Clerks,43-4111,"Interviewers, Except Eligibility and Loan"
4190,Other Office Clerks,43-4151,Order Clerks
4190,Other Office Clerks,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping"
4190,Other Office Clerks,43-4199,"Information and Record Clerks, All Other"
4190,Other Office Clerks,43-9061,"Office Clerks, General"
4190,Other Office Clerks,43-9199,"Office and Administrative Support Workers, All Other"
4211,Cashiers and Ticket Clerks,39-1011,Gaming Supervisors
4211,Cashiers and Ticket Clerks,39-1012,Slot Supervisors
4211,Cashiers and Ticket Clerks,39-3011,Gaming Dealers
4211,Cashiers and Ticket Clerks,39-3012,Gaming and Sports Book Writers and Runners
4211,Cashiers and Ticket Clerks,39-3019,"Gaming Service Workers, All Other"
4211,Cashiers and Ticket Clerks,41-2011,Cashiers
4211,Cashiers and Ticket Clerks,41-2012,Gaming Change Persons and Booth Cashiers
4211,Cashiers and Ticket Clerks,43-3041,Gaming Cage Workers
4211,Cashiers and Ticket Clerks,43-3071,Tellers
4211,Cashiers and Ticket Clerks,43-5051,Postal Service Clerks
4212,Tellers and Other Counter Clerks,43-3071,Tellers
4212,Tellers and Other Counter Clerks,43-5051,Postal Service Clerks
4213,Bookmakers and Croupiers,39-1011,Gaming Supervisors
4213,Bookmakers and Croupiers,39-1012,Slot Supervisors
4213,Bookmakers and Croupiers,39-3011,Gaming Dealers
4213,Bookmakers and Croupiers,39-3012,Gaming and Sports Book Writers and Runners
4213,Bookmakers and Croupiers,39-3019,"Gaming Service Workers, All Other"
4213,Bookmakers and Croupiers,43-3041,Gaming Cage Workers
4214,Pawnbrokers and Money-lenders,41-9099,"Sales and Related Workers, All Other"
4214,Pawnbrokers and Money-lenders,43-3099,"Financial Clerks, All Other"
4215,Debt-collectors and Related Workers,13-1131,Fundraisers
4215,Debt-collectors and Related Workers,43-3011,Bill and Account Collectors
4221,Travel Agency and Related Clerks,41-1012,First-Line Supervisors of Non-Retail Sales Workers
4221,Travel Agency and Related Clerks,41-3041,Travel Agents
4221,Travel Agency and Related Clerks,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks
4222,Receptionists and Information Clerks,39-6012,Concierges
4222,Receptionists and Information Clerks,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4222,Receptionists and Information Clerks,43-2099,"Communications Equipment Operators, All Other"
4222,Receptionists and Information Clerks,43-4021,Correspondence Clerks
4222,Receptionists and Information Clerks,43-4051,Customer Service Representatives
4222,Receptionists and Information Clerks,43-4061,"Eligibility Interviewers, Government Programs"
4222,Receptionists and Information Clerks,43-4081,"Hotel, Motel, and Resort Desk Clerks"
4222,Receptionists and Information Clerks,43-4171,Receptionists and Information Clerks
4222,Receptionists and Information Clerks,43-4199,"Information and Record Clerks, All Other"
4223,Telephone Switchboard Operators,43-1011,First-Line Supervisors of Office and Administrative Support Workers
4223,Telephone Switchboard Operators,43-2011,"Switchboard Operators, Including Answering Service"
4223,Telephone Switchboard Operators,43-2021,Telephone Operators
5111,Travel Attendants and Travel Stewards,41-1012,First-Line Supervisors of Non-Retail Sales Workers
5111,Travel Attendants and Travel Stewards,41-3041,Travel Agents
5111,Travel Attendants and Travel Stewards,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks
5111,Travel Attendants and Travel Stewards,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
5111,Travel Attendants and Travel Stewards,53-2031,Flight Attendants
5111,Travel Attendants and Travel Stewards,53-6061,"Transportation Attendants, Except Flight Attendants"
5112,Transport Conductors,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
5112,Transport Conductors,53-6061,"Transportation Attendants, Except Flight Attendants"
5113,Travel Guides,39-1021,First-Line Supervisors of Personal Service Workers
5113,Travel Guides,39-7011,Tour Guides and Escorts
5113,Travel Guides,39-7012,Travel Guides
5121,Housekeepers and Related Workers,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers
5121,Housekeepers and Related Workers,39-9099,"Personal Care and Service Workers, All Other"
5122,Cooks,35-1011,Chefs and Head Cooks
5122,Cooks,35-1012,First-Line Supervisors of Food Preparation and Serving Workers
5122,Cooks,35-2011,"Cooks, Fast Food"
5122,Cooks,35-2012,"Cooks, Institution and Cafeteria"
5122,Cooks,35-2013,"Cooks, Private Household"
5122,Cooks,35-2014,"Cooks, Restaurant"
5122,Cooks,35-2015,"Cooks, Short Order"
5122,Cooks,35-2019,"Cooks, All Other"
5123,"Waiters, Waitresses and Bartenders",35-3011,Bartenders
5123,"Waiters, Waitresses and Bartenders",35-3031,Waiters and Waitresses
5123,"Waiters, Waitresses and Bartenders",35-3041,"Food Servers, Nonrestaurant"
5131,Child-care Workers,25-9041,Teacher Assistants
5131,Child-care Workers,39-1021,First-Line Supervisors of Personal Service Workers
5131,Child-care Workers,39-9011,Childcare Workers
5132,Institution-based Personal Care Workers,29-2041,Emergency Medical Technicians and Paramedics
5132,Institution-based Personal Care Workers,31-1013,Psychiatric Aides
5132,Institution-based Personal Care Workers,31-1014,Nursing Assistants
5132,Institution-based Personal Care Workers,31-1015,Orderlies
5132,Institution-based Personal Care Workers,31-2012,Occupational Therapy Aides
5132,Institution-based Personal Care Workers,31-2022,Physical Therapist Aides
5132,Institution-based Personal Care Workers,31-9091,Dental Assistants
5132,Institution-based Personal Care Workers,31-9093,Medical Equipment Preparers
5132,Institution-based Personal Care Workers,31-9095,Pharmacy Aides
5132,Institution-based Personal Care Workers,31-9097,Phlebotomists
5132,Institution-based Personal Care Workers,31-9099,"Healthcare Support Workers, All Other"
5133,Home-based Personal Care Workers,31-1011,Home Health Aides
5133,Home-based Personal Care Workers,39-1021,First-Line Supervisors of Personal Service Workers
5133,Home-based Personal Care Workers,39-9021,Personal Care Aides
5139,Personal Care and Related Workers Not Elsewhere Classified,31-1015,Orderlies
5139,Personal Care and Related Workers Not Elsewhere Classified,31-2012,Occupational Therapy Aides
5139,Personal Care and Related Workers Not Elsewhere Classified,31-2022,Physical Therapist Aides
5139,Personal Care and Related Workers Not Elsewhere Classified,31-9091,Dental Assistants
5139,Personal Care and Related Workers Not Elsewhere Classified,31-9093,Medical Equipment Preparers
5139,Personal Care and Related Workers Not Elsewhere Classified,31-9095,Pharmacy Aides
5139,Personal Care and Related Workers Not Elsewhere Classified,31-9096,Veterinary Assistants and Laboratory Animal Caretakers
5139,Personal Care and Related Workers Not Elsewhere Classified,31-9097,Phlebotomists
5139,Personal Care and Related Workers Not Elsewhere Classified,31-9099,"Healthcare Support Workers, All Other"
5139,Personal Care and Related Workers Not Elsewhere Classified,39-1021,First-Line Supervisors of Personal Service Workers
5139,Personal Care and Related Workers Not Elsewhere Classified,39-2011,Animal Trainers
5139,Personal Care and Related Workers Not Elsewhere Classified,39-2021,Nonfarm Animal Caretakers
5141,"Hairdressers, Barbers, Beauticians and Related Workers",39-1021,First-Line Supervisors of Personal Service Workers
5141,"Hairdressers, Barbers, Beauticians and Related Workers",39-5011,Barbers
5141,"Hairdressers, Barbers, Beauticians and Related Workers",39-5012,"Hairdressers, Hairstylists, and Cosmetologists"
5141,"Hairdressers, Barbers, Beauticians and Related Workers",39-5091,"Makeup Artists, Theatrical and Performance"
5141,"Hairdressers, Barbers, Beauticians and Related Workers",39-5092,Manicurists and Pedicurists
5141,"Hairdressers, Barbers, Beauticians and Related Workers",39-5093,Shampooers
5141,"Hairdressers, Barbers, Beauticians and Related Workers",39-5094,Skincare Specialists
5142,Companions and Valets,39-1021,First-Line Supervisors of Personal Service Workers
5142,Companions and Valets,39-9021,Personal Care Aides
5142,Companions and Valets,39-9099,"Personal Care and Service Workers, All Other"
5143,Undertakers and Embalmers,39-4011,Embalmers
5143,Undertakers and Embalmers,39-4021,Funeral Attendants
5143,Undertakers and Embalmers,39-4031,"Morticians, Undertakers and Funeral Directors"
5149,Other Personal Services Workers Not Elsewhere Classified,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
5149,Other Personal Services Workers Not Elsewhere Classified,39-1021,First-Line Supervisors of Personal Service Workers
5149,Other Personal Services Workers Not Elsewhere Classified,39-9032,Recreation Workers
5149,Other Personal Services Workers Not Elsewhere Classified,39-9041,Residential Advisors
5149,Other Personal Services Workers Not Elsewhere Classified,39-9099,"Personal Care and Service Workers, All Other"
5151,Astrologers and Related Workers,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other"
5152,"Fortune-tellers, Palmists and Related Workers",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other"
5161,Fire-fighters,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers
5161,Fire-fighters,33-2011,Firefighters
5162,Police Officers,33-1012,First-Line Supervisors of Police and Detectives
5162,Police Officers,33-3051,Police and Sheriff's Patrol Officers
5162,Police Officers,33-3052,Transit and Railroad Police
5163,Prison Guards,33-1011,First-Line Supervisors of Correctional Officers
5163,Prison Guards,33-3012,Correctional Officers and Jailers
5169,Protective Services Workers Not Elsewhere Classified,33-1099,"First-Line Supervisors of Protective Service Workers, All Other"
5169,Protective Services Workers Not Elsewhere Classified,33-3031,Fish and Game Wardens
5169,Protective Services Workers Not Elsewhere Classified,33-3041,Parking Enforcement Workers
5169,Protective Services Workers Not Elsewhere Classified,33-9011,Animal Control Workers
5169,Protective Services Workers Not Elsewhere Classified,33-9031,Gaming Surveillance Officers and Gaming Investigators
5169,Protective Services Workers Not Elsewhere Classified,33-9032,Security Guards
5169,Protective Services Workers Not Elsewhere Classified,33-9091,Crossing Guards
5169,Protective Services Workers Not Elsewhere Classified,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
5169,Protective Services Workers Not Elsewhere Classified,33-9093,Transportation Security Screeners
5169,Protective Services Workers Not Elsewhere Classified,33-9099,"Protective Service Workers, All Other"
5169,Protective Services Workers Not Elsewhere Classified,43-5031,"Police, Fire, and Ambulance Dispatchers"
5210,Fashion and Other Models,41-9012,Models
5220,Shop Salespersons and Demonstrators,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food"
5220,Shop Salespersons and Demonstrators,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
5220,Shop Salespersons and Demonstrators,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers
5220,Shop Salespersons and Demonstrators,41-1011,First-Line Supervisors of Retail Sales Workers
5220,Shop Salespersons and Demonstrators,41-2021,Counter and Rental Clerks
5220,Shop Salespersons and Demonstrators,41-2022,Parts Salespersons
5220,Shop Salespersons and Demonstrators,41-2031,Retail Salespersons
5220,Shop Salespersons and Demonstrators,41-9011,Demonstrators and Product Promoters
5220,Shop Salespersons and Demonstrators,41-9099,"Sales and Related Workers, All Other"
5220,Shop Salespersons and Demonstrators,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
5220,Shop Salespersons and Demonstrators,53-6031,Automotive and Watercraft Service Attendants
5230,Stall and Market Salespersons,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food"
5230,Stall and Market Salespersons,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
5230,Stall and Market Salespersons,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers
5230,Stall and Market Salespersons,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
6111,Field Crop and Vegetable Growers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6111,Field Crop and Vegetable Growers,45-2091,Agricultural Equipment Operators
6112,Tree and Shrub Crop Growers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6112,Tree and Shrub Crop Growers,45-2091,Agricultural Equipment Operators
6113,"Gardeners, Horticultural and Nursery Growers",37-1012,"First-line Supervisor of Landscaping, Lawn Service, and Groundskeeping Workers"
6113,"Gardeners, Horticultural and Nursery Growers",37-3011,Landscaping and Groundskeeping Workers
6113,"Gardeners, Horticultural and Nursery Growers",37-3013,Tree Trimmers and Pruners
6113,"Gardeners, Horticultural and Nursery Growers",37-3019,"Grounds Maintenance Workers, All Other"
6113,"Gardeners, Horticultural and Nursery Growers",45-2091,Agricultural Equipment Operators
6113,"Gardeners, Horticultural and Nursery Growers",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
6114,Mixed-crop Growers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6114,Mixed-crop Growers,45-2091,Agricultural Equipment Operators
6121,Dairy and Livestock Producers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6121,Dairy and Livestock Producers,45-2021,Animal Breeders
6122,Poultry Producers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6122,Poultry Producers,45-2021,Animal Breeders
6123,Apiarists and Sericulturists,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6123,Apiarists and Sericulturists,45-2021,Animal Breeders
6124,Mixed-animal Producers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6124,Mixed-animal Producers,45-2021,Animal Breeders
6129,Market-oriented Animal Producers and Related Workers Not Elsewhere Classified,31-9096,Veterinary Assistants and Laboratory Animal Caretakers
6129,Market-oriented Animal Producers and Related Workers Not Elsewhere Classified,39-1021,First-Line Supervisors of Personal Service Workers
6129,Market-oriented Animal Producers and Related Workers Not Elsewhere Classified,39-2011,Animal Trainers
6129,Market-oriented Animal Producers and Related Workers Not Elsewhere Classified,39-2021,Nonfarm Animal Caretakers
6129,Market-oriented Animal Producers and Related Workers Not Elsewhere Classified,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6129,Market-oriented Animal Producers and Related Workers Not Elsewhere Classified,45-2021,Animal Breeders
6130,Market-oriented Crop and Animal Producers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6130,Market-oriented Crop and Animal Producers,45-2021,Animal Breeders
6130,Market-oriented Crop and Animal Producers,45-2091,Agricultural Equipment Operators
6141,Forestry Workers and Loggers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6141,Forestry Workers and Loggers,45-4011,Forest and Conservation Workers
6141,Forestry Workers and Loggers,45-4021,Fallers
6141,Forestry Workers and Loggers,45-4022,Logging Equipment Operators
6141,Forestry Workers and Loggers,45-4023,Log Graders and Scalers
6141,Forestry Workers and Loggers,45-4029,"Logging Workers, All Other"
6142,Charcoal Burners and Related Workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6142,Charcoal Burners and Related Workers,45-4011,Forest and Conservation Workers
6142,Charcoal Burners and Related Workers,45-4021,Fallers
6142,Charcoal Burners and Related Workers,45-4022,Logging Equipment Operators
6142,Charcoal Burners and Related Workers,45-4023,Log Graders and Scalers
6142,Charcoal Burners and Related Workers,45-4029,"Logging Workers, All Other"
6151,Aquatic-life Cultivation Workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6151,Aquatic-life Cultivation Workers,45-2021,Animal Breeders
6152,Inland and Coastal Waters Fishery Workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6152,Inland and Coastal Waters Fishery Workers,45-3011,Fishers and Related Fishing Workers
6152,Inland and Coastal Waters Fishery Workers,49-9092,Commercial Divers
6153,Deep-sea Fishery Workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6153,Deep-sea Fishery Workers,45-3011,Fishers and Related Fishing Workers
6154,Hunters and Trappers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6154,Hunters and Trappers,45-3021,Hunters and Trappers
6210,Subsistence Agricultural and Fishery Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
6210,Subsistence Agricultural and Fishery Workers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
6210,Subsistence Agricultural and Fishery Workers,45-3011,Fishers and Related Fishing Workers
6210,Subsistence Agricultural and Fishery Workers,45-3021,Hunters and Trappers
7111,Miners and Quarry Workers,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
7111,Miners and Quarry Workers,47-5021,"Earth Drillers, Except Oil and Gas"
7111,Miners and Quarry Workers,47-5041,Continuous Mining Machine Operators
7111,Miners and Quarry Workers,47-5042,Mine Cutting and Channeling Machine Operators
7111,Miners and Quarry Workers,47-5049,"Mining Machine Operators, All Other"
7111,Miners and Quarry Workers,47-5051,"Rock Splitters, Quarry"
7111,Miners and Quarry Workers,47-5061,"Roof Bolters, Mining"
7111,Miners and Quarry Workers,53-7032,Excavating and Loading Machine and Dragline Operators
7111,Miners and Quarry Workers,53-7033,"Loading Machine Operators, Underground Mining"
7112,Shotfirers and Blasters,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters"
7113,"Stone Splitters, Cutters and Carvers",47-2022,Stonemasons
7113,"Stone Splitters, Cutters and Carvers",47-4091,Segmental Pavers
7121,"Builders, Traditional Materials",11-9021,Construction Managers
7122,Bricklayers and Stonemasons,47-2021,Brickmasons and Blockmasons
7122,Bricklayers and Stonemasons,47-2022,Stonemasons
7122,Bricklayers and Stonemasons,47-4091,Segmental Pavers
7122,Bricklayers and Stonemasons,49-9045,"Refractory Materials Repairers, Except Brickmasons"
7123,"Concrete Placers, Concrete Finishers and Related Workers",47-2051,Cement Masons and Concrete Finishers
7123,"Concrete Placers, Concrete Finishers and Related Workers",47-2053,Terrazzo Workers and Finishers
7123,"Concrete Placers, Concrete Finishers and Related Workers",47-4091,Segmental Pavers
7124,Carpenters and Joiners,47-2031,Carpenters
7129,Building Frame and Related Trades Workers Not Elsewhere Classified,11-9021,Construction Managers
7129,Building Frame and Related Trades Workers Not Elsewhere Classified,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
7129,Building Frame and Related Trades Workers Not Elsewhere Classified,47-2231,Solar Photovoltaic Installers
7129,Building Frame and Related Trades Workers Not Elsewhere Classified,47-4031,Fence Erectors
7129,Building Frame and Related Trades Workers Not Elsewhere Classified,47-4041,Hazardous Materials Removal Workers
7129,Building Frame and Related Trades Workers Not Elsewhere Classified,47-4099,"Construction and Related Workers, All Other"
7129,Building Frame and Related Trades Workers Not Elsewhere Classified,49-9095,Manufactured Building and Mobile Home Installers
7131,Roofers,47-2181,Roofers
7132,Floor Layers and Tile Setters,47-2041,Carpet Installers
7132,Floor Layers and Tile Setters,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
7132,Floor Layers and Tile Setters,47-2043,Floor Sanders and Finishers
7132,Floor Layers and Tile Setters,47-2044,Tile and Marble Setters
7133,Plasterers,47-2081,Drywall and Ceiling Tile Installers
7133,Plasterers,47-2082,Tapers
7133,Plasterers,47-2161,Plasterers and Stucco Masons
7134,Insulation Workers,47-2131,"Insulation Workers, Floor, Ceiling, and Wall"
7134,Insulation Workers,47-2132,"Insulation Workers, Mechanical"
7135,Glaziers,47-2121,Glaziers
7136,Plumbers and Pipe Fitters,47-2151,Pipelayers
7136,Plumbers and Pipe Fitters,47-2152,"Plumbers, Pipefitters, and Steamfitters"
7137,Building and Related Electricians,47-2111,Electricians
7137,Building and Related Electricians,47-2231,Solar Photovoltaic Installers
7141,Painters and Related Workers,47-2141,"Painters, Construction and Maintenance"
7141,Painters and Related Workers,47-2142,Paperhangers
7142,Varnishers and Related Painters,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
7142,Varnishers and Related Painters,51-9122,"Painters, Transportation Equipment"
7143,Building Structure Cleaners,37-1012,"First-line Supervisor of Landscaping, Lawn Service, and Groundskeeping Workers"
7143,Building Structure Cleaners,37-2019,"Building Cleaning Workers, All Other"
7143,Building Structure Cleaners,37-2021,Pest Control Workers
7143,Building Structure Cleaners,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
7211,Metal Moulders and Coremakers,51-4071,Foundry Mold and Coremakers
7211,Metal Moulders and Coremakers,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
7212,Welders and Flamecutters,51-4121,"Welders, Cutters, Solderers, and Brazers"
7212,Welders and Flamecutters,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7213,Sheet-metal Workers,47-2011,Boilermakers
7213,Sheet-metal Workers,47-2211,Sheet Metal Workers
7213,Sheet-metal Workers,51-4192,"Layout Workers, Metal and Plastic"
7214,Structural-metal Preparers and Erectors,47-2171,Reinforcing Iron and Rebar Workers
7214,Structural-metal Preparers and Erectors,47-2221,Structural Iron and Steel Workers
7214,Structural-metal Preparers and Erectors,51-2041,Structural Metal Fabricators and Fitters
7215,Riggers and Cable Splicers,49-9096,Riggers
7216,Underwater Workers,49-9092,Commercial Divers
7221,"Blacksmiths, Hammer-smiths and Forging-press Workers",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7221,"Blacksmiths, Hammer-smiths and Forging-press Workers",51-4199,"Metal Workers and Plastic Workers, All Other"
7222,Tool-makers and Related Workers,49-9094,Locksmiths and Safe Repairers
7222,Tool-makers and Related Workers,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
7222,Tool-makers and Related Workers,51-4061,"Model Makers, Metal and Plastic"
7222,Tool-makers and Related Workers,51-4062,"Patternmakers, Metal and Plastic"
7222,Tool-makers and Related Workers,51-4111,Tool and Die Makers
7222,Tool-makers and Related Workers,51-4192,"Layout Workers, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,27-1012,Craft Artists
7223,Machine-tool Setters and Setter-operators,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,51-4041,Machinists
7223,Machine-tool Setters and Setter-operators,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223,Machine-tool Setters and Setter-operators,51-4199,"Metal Workers and Plastic Workers, All Other"
7224,"Metal Wheel-grinders, Polishers and Tool Sharpeners",51-4194,"Tool Grinders, Filers, and Sharpeners"
7224,"Metal Wheel-grinders, Polishers and Tool Sharpeners",51-9022,"Grinding and Polishing Workers, Hand"
7231,Motor Vehicle Mechanics and Fitters,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7231,Motor Vehicle Mechanics and Fitters,49-3021,Automotive Body and Related Repairers
7231,Motor Vehicle Mechanics and Fitters,49-3022,Automotive Glass Installers and Repairers
7231,Motor Vehicle Mechanics and Fitters,49-3023,Automotive Service Technicians and Mechanics
7231,Motor Vehicle Mechanics and Fitters,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
7231,Motor Vehicle Mechanics and Fitters,49-3051,Motorboat Mechanics and Service Technicians
7231,Motor Vehicle Mechanics and Fitters,49-3052,Motorcycle Mechanics
7231,Motor Vehicle Mechanics and Fitters,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics
7231,Motor Vehicle Mechanics and Fitters,49-3091,Bicycle Repairers
7231,Motor Vehicle Mechanics and Fitters,49-3092,Recreational Vehicle Service Technicians
7231,Motor Vehicle Mechanics and Fitters,49-3093,Tire Repairers and Changers
